matcode,title,ref,au,safstk,reorder,ar,desk,ordcst,eoq,lt,safty,auamt,spare,gr,nm,pstock,ind,nsaftystk,specno,matgroup,section,group_b,group_c,group_a,abc,reordqty,unitrate,dwgno
100061,10 KVA DG SET AS PER ATTACHED                ,SCOPE OF SUPPLY                     ,N0,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,0,NULL
100002,"140 KVA DG Set Installation,                 ",Testing & Commissioning             ,No,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100003,"25 KVA DG SET INSTALLATION,TESTING           ",AND COMMISSIONING                   ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,100000,NULL
100004,500 KVA DG SET FOR TURIAL HEP-               ,PROJECT 2X30 MW                     ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100005,300 KVA SILENT MOBILE DG SET FOR             ,TAPOVAN VISHNUGHAT ELE.PROJECT      ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100006,500 KVA  DG SET FOR  TAPOVAN                 ,VISHNUGHAT  HYD. ELE.PROJECT        ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100007,1500 KVA 11KV SILENT DG SET FOR              ,4 X130 MW TAPOVAN HYD.ELEC.PROJECT  ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100008,1000 KVA (HT)DG SET FOR PURBHATHI            ,PROJECT                             ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100009,100 KVA DG SET WITH CUMMINS ENGINE           ,BHEL EML ALTER. STATER BATTRY 12.V  ,NULL,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100010,20 KVA DG SET WITH ESCORTS ENGINE            ,BHEL EML ALTER. STATER BATTRY 12.V  ,NULL,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100011,"20 KVA DG Set Installation,Testing           ",and Commissioning                   ,No,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100012,"100 KVA DG Set Installation,Testing          ",and Commissioning                   ,No,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100013,"125 KVA DG SET INSTALLATION,                 ",TESTING & COMMISSIONING             ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,100000,NULL
100014,10 KVA  SINGLE PH. DG SET WITH               ,ESCORTS ENG. AND BHEL EML ALTR.     ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100015,30 KVA DG SET WITH ESCORTS ENGINE            ,BHEL EML ALTER. STATER BATTRY 12.V  ,NULL,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100016,"30 KVA DG Set Installation,Testing           ",and Commissioning                   ,No,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100017,200 KVA DG SET AS PER ATTACHED               ,SCOPE OF SUPPLY                     ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,1100000,NULL
100018,"750 KVA DG Set Installation,Testing          ",and Commissioning                   ,No,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100019,"200 KVA DG Set Installation,Testing          ",and Commissioning                   ,No,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100020,750 KVA DG Set with Acc.Enclosue             ,Spc.No.NIT Ref No. AA:GAX:12:ES:601 ,No,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100021,"10 KVA DG Set Installation,Testing           ",and Commissioning                   ,No,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100022,20 KVA DG SET WITH MAHINDRA ENGINE           ,BHEL EML ALTER. STATER BATTRY 12.V  ,NULL,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100023,"15 KVA DG Set Installation,Testing           ",and Commissioning                   ,No,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100024,15 KVA DG SET WITH MAHINDRA ENGINE           ,BHEL EML ALTER. STATER BATTRY 12.V  ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100025,630 KVA DG SET                               ,NULL,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100026,82.5 KVA DG Set as per Attached              ,Scope of Supply                     ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100027,"82.5KVA DG Set Installation,Testing          ",and Commissioning                   ,No,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100028,25 KVA DG SET AS PER ATTACHED                ,SCOPE OF SUPPLY                     ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,370000,NULL
100029,DG SET 30 KVA WITH STD MANUAL C P            ,AS PER ATTACHED SCOPE OF SUPPLY     ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,0,NULL
100030,40 KVA DG Set as per Attached                ,Scope of Supply                     ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100031,"40 KVA DG Set Installation,Testing           ",and Commissioning                   ,No,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100032,250 KVA DG SET WITH CUMMINS ENGINE           ,& BHEL EML ALTR                     ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100033,500 KVA DG SET WITH CUMMINS ENGINE           ,& BHEL EML ALTR                     ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100034,"500 KVA DG Set Installation,Testing          ",and Commissioning                   ,No,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100035,Electrical Inspectorate Approval             ,for changing DG Set from            ,No,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100036,250 KVA DG SET WITH LEYLAND ENGINE           ,& BHEL EML ALTERNATOR               ,NO,NULL,NULL,NULL,H    ,0,NULL,1,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100037,500 KVA DG SET AS PER ATTACHED               ,SCOPE OF SUPPLY                     ,NO,NULL,NULL,NULL,H    ,0,NULL,1,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100038,63 KVA DG SET AS PER ATTACHED-               ,SCOPE OF SUPPLY                     ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,500000,NULL
100039,"63 KVA DG SET INSTALLATION,                  ",TESTING & COMMISSIONING             ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,200000,NULL
100040,45 kVA DG SET AS PER ATTACHED                ,SCOPE OF SUPPLY                     ,N0,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100041,45 kVA DG SET INSTALLATION                   ,TESTING & COMMISSIONING             ,No,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100042,15 kVA DG SET AS PER ATTACHED                ,SCOPE OF SUPPLY                     ,N0,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100043,15 kVA DG SET INSTALLATION                   ,TESTING & COMMISSIONING             ,N0,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100044,25 kVA/20 kW TROLLEY MOUNTED DG SET          ,WITH AMF. AS PER SCOPE OF SUPPLY    ,N0,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100045,SUPPLY- 11KV 1010KVA DGSET COMPLETE          ,WITH ALL ACCESSORIES AS PER ANNXE 1 ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100046,20 kVA DG SET AS PER ATTACHED                ,SCOPE OF SUPPLY                     ,N0,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100047,PRESERVATION OF 11KV 1010KVA DGSET           ,STATUTORY APPROVAL FROM INSPECTRATE ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100048,ERECTION & COMMISSIONING OF 11 KV            ,1010 KVA DG SET FOR KISHANGANGA HEP ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100049,10 kVA SINGLE PHASE DG SET AS PER            ,ATTACHED SCOPE OF SUPPLY            ,N0,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100050,ERECTION AND COMMISSIONING WORKS OF          ,500 kVA DA SET OF POWER CAR         ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100051,100 KVA DG SET AS PER ATTACHED               ,SCOPE OF SUPPLY                     ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,750000,NULL
100052,100 kVA DG SET INSTALLATION                  ,TESTING & COMMISSIONING             ,No,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100053,160 kVA DG SET AS PER ATTACHED               ,SCOPE OF SUPPLY                     ,N0,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100054,160 kVA DG SET INSTALLATION                  ,TESTING & COMMISSIONING             ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100055,380  kVA DG SET AS PER ATTACHED              ,SCOPE OF SUPPLY                     ,N0,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100057,7.5 kVA SINGLE PHASE DG SET AS PER           ,ATTACHED SCOPE OF SUPPLY            ,N0,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100058,7.5 kVA 1 PHASE DG SET INSTALLATION          ,TESTING & COMMISSIONING             ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100059,62.5 KVA TROLLEY MOUNTED DG SET              ,AS PER ATTACHED SCOPE OF SUPPLY     ,N0,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,NULL,NULL
100060,ERECTION AND COMMISSIONING  OF               ,500 KVA ALTERNATOR SET IN POWER CAR ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,20000,NULL
100062,10 KVA 1 PH DG SET INSTALLATION              ,TESTING AND COMMISSIONING           ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,100000,NULL
100064,"50 KVA DG SET INSTALLATION,TESTING           ",AND COMMISSIONING                   ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,170000,NULL
100066,INSTALLATION TESTING& COMMISSIONING          ,AMF PANEL (100 KVA) WITH ROOF WORK  ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,150000,NULL
528161,"W.W.POT.METER,  55 W  33 OHM                 ",AA-35-2-501                         ,NO,17.75,35.5,71,NULL,0,44,3,3,0,25,528 ,NULL,0,0,0,S28160 R0 ,Production          ,NULL,NULL,NULL,NULL,C ,30,NULL,NULL
100068,"62.5 KVA DG SET INSTALLATION,                ",TESTING & COMMISSIONING             ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,200000,NULL
100069,1010 KVA DG SET AS PER ATTACHED              ,SCOPE OF SUPPLY                     ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,7000000,NULL
10050 ,ERECTION AND COMMISSIONING WORKS OF          ,500 kVA DA SET OF POWER CAR         ,NO,NULL,NULL,NULL,H    ,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400001,CUT SHAFT 25KW - DELETE                      ,NULL,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Machine Shop             ,NULL,NULL,NULL,A ,NULL,0,NULL
400002,MACHINED SHAFT                               ,25 KW                               ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Machine Shop             ,NULL,NULL,NULL,A ,NULL,0,NULL
400003,STACKED ROTOR                                ,25 KW                               ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,A ,NULL,0,NULL
400004,MACHINED STATOR                              ,25 KW                               ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Machine Shop             ,NULL,NULL,NULL,A ,NULL,0,NULL
400005,STACKED STATOR                               ,25 KW                               ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,A ,NULL,0,NULL
400006,FIELD COIL 25KW                              ,NULL,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400007,WOUND STATOR                                 ,25 KW                               ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,A ,NULL,0,NULL
400008,MACHINED END SHIELD                          ,25 KW                               ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Machine Shop             ,NULL,NULL,NULL,A ,NULL,0,NULL
400009,MACHINED END SHIELD RB 25 KW DELETE          ,NULL,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Machine Shop             ,NULL,NULL,NULL,A ,NULL,0,NULL
400010,STATOR ROTOR ASSEMBLY                        ,25 KW                               ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,A ,NULL,0,NULL
400011,FG CLEAT ASSEMBLY 25 KW                      ,NULL,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Finishing                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400012,ASSEMBLED BTD 25 KW                          ,NULL,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Finishing                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400013,FAN COVER SET 25KW                           ,NULL,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400014,SUSPENSION PIN SET 25KW                      ,NULL,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Finishing                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400015,SAFETY CHAIN SET 25 KW                       ,NULL,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Finishing                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400016,TESTED MACHINE                               ,25 KW                               ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,A ,NULL,0,NULL
400017,FINISHED MACHINE 25 KW                       ,NULL,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Finishing                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400018,DESPATCH ITEMS 25 KW                         ,NULL,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Finishing                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400019,READY FOR DESPATCH                           ,25 KW TLA                           ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Despatch                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400020,Cut Shaft 18.5 KW                            ,NULL,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Machine Shop             ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400021,MACHINED SHAFT                               ,18.5 KW                             ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Machine Shop             ,NULL,NULL,NULL,A ,NULL,0,NULL
400022,STACKED ROTOR                                ,18.5 KW                             ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,A ,NULL,0,NULL
400023,STATOR ROTOR ASSEMBLY                        ,18.5 KW                             ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,A ,NULL,0,NULL
400024,MACHINED STATOR                              ,18.5 KW                             ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Machine Shop             ,NULL,NULL,NULL,A ,NULL,0,NULL
400025,STACKED STATOR                               ,18.5 KW                             ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,A ,NULL,0,NULL
400026,FIELD COIL 18.5                              ,NULL,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400027,WOUND STATOR                                 ,18.5 KW                             ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Winding                  ,NULL,NULL,NULL,A ,NULL,0,NULL
400028,MACHINED END SHIELD BB                       ,18.5 KW                             ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Machine Shop             ,NULL,NULL,NULL,A ,NULL,0,NULL
400029,MACHINED END SHIELD RB                       ,18.5 KW                             ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Machine Shop             ,NULL,NULL,NULL,A ,NULL,0,NULL
400030,FAN COVER SET 18.5 KW                        ,18.5 KW                             ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Fabrication              ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400031,TESTED MACHINE                               ,18.5 KW                             ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Assembly                 ,NULL,NULL,NULL,A ,NULL,0,NULL
400032,FINISHED MACHINE 18.5 KW                     ,18.5 KW                             ,NULL,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,Finishing                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400034,Board Assembly 18.5KW RRU                    ,18.5 KW RRU                         ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,CP & RRU                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400035,CURRENT TRANSFORMER 18.5 KW RRU              ,18.5 KW RRU                         ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,CP & RRU                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400036,WIRED BOARD 18.5KW RRU                       ,18.5KW RRU                          ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,CP & RRU                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400037,CAPACITOR BANK                               ,25/18.5 KW RRU                      ,NO,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Sub Assembly        ,CP & RRU                 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
