matcode,title,ref,au,safstk,reorder,ar,desk,ordcst,eoq,lt,safty,auamt,spare,gr,nm,pstock,ind,nsaftystk,specno,matgroup,section,group_b,group_c,group_a,abc,reordqty,unitrate,dwgno
900692,SPARE FOR TRANSISTOR                         , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900693,UPS 1 KVA                                    ,NULL,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,2500,NULL
900659,CAST IRON WELDING ELECTRODE                  ,"DIA 3.2MM, LENGTH 300MM             ",NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,100,NULL
900694,WIRE BRUSH                                   ,NULL,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,70,NULL
900696,TRANSPORTATION CHARGE PULLEYS                , ,LD,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900697,SEAT COVER CAR                               , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900698,POWER TRANSISTOR                             , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900699,REPAIR OF ELGI COMPRESSOR                    , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900700,SERVICING&MACHI.CHARGE                       , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
901687,Rail                                         ,NULL,M ,NULL,NULL,NULL,NULL,0,NULL,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900701,REPAIRING CHARGES POWERSUPPLY UNIT           , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900702,"WATER HEATER(230 V,6KW)                      ",Type No:401                         ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900703,CURTAIN                                      ,8 FEET X 8 FEET                     ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,X ,NULL,NULL,NULL
900704,AC UNIT                                      , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900705,STABILIZER                                   , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900706,MATRESS                                      , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900707,TV WITH DISH                                 , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900708,MICRO WAVE OVEN                              , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900709,TRANSPORTATION CHARGE                        , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900710,WARDROBE WITH MIRROR(QUEST HOUSE)            , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900690,INDUSTRIAL SAFETY SHOE                       ,CONFIRMING TO IS 3737 LATEST REV    ,PR,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,G 001 R0  ,Consumable          ,NULL,NULL,NULL,NULL,X ,NULL,800,NULL
900711,ELEC.WIRING ITEMS (BORD ROOM)                , ,ST,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900712,STEAMER                                      , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900713,AIR CONDITIONER                              , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900714,FURNISHING BOARD ROOM                        , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900715,HYDRAULIC DOOR CLOSER                        , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900716,ELEC.ITEMS GUEST HOUSE                       , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900717,EXHAUST FAN                                  ,NULL,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,X ,NULL,3200,NULL
900718,EXHAUST FAN 300 MM                           ,MNT                                 ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900719,CRAB TREE ELECTRICAL FITTINGS                , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900720,CLAMP ON POWER METER                         ,AS PER ATTACHED SPEC                ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,X ,NULL,30000,NULL
900722,ANALOG WATT METER                            ,QAE                                 ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900723,APEX AB6                                     , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900724,MC YOK                                       , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900725,WM PRIMER                                    , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900726,WALL PUTTY                                   , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900727,MASKING TAPE                                 , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900728,TAPPING SLEEVE OD=MT-2=9MM                   , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900729,D-LINK ACCES POINT                           , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900730,ACID RESISTANT EPOXY PRIMER                  ,EPOXY PRIMER                        ,LT,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900731,PRIMER FOR ACID RESISTANCE PAINT             , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900732,LUBRICANT OIL TURBINO-68                     , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900733,"O RING 2.5""                                  ",MNT                                 ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900734,O RING 7/8                                   ,MNT                                 ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900735,TARPULIN SHEET                               , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900736,PSG DATA BOOK                                ,QAE                                 ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900737,CAR HORN                                     , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900738,PHENYLE  (Bottle)                            ,HR                                  ,No,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900739,MDF BOARD                                    , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900740,V- BELT A-28                                 , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900741,V- BELT A-29                                 , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900742,BALL BEARING 6203 2Z                         ,NULL,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,150,NULL
900743,WELDING SPARES-14 GAUGE                      , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900744,WELDING SPARES-3161-1-5 MM                   , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900745,"WHITE TAPE 50 M2""                            ", ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900746,"WHITE TAPE 1""                                ", ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900747,CONNECTOR PEN                                , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900748,DUSTOR                                       , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900749,WHITE BOARD MARKER PEN RED                   ,NULL,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,20,NULL
900750,WHITE BOARD MARKER PEN BLUE                  ,NULL,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,20,NULL
900751,LEMON ROOM SPRAY                             , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900752,PLATE 8 MM                                   , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900753,METAL BOX 8 MM                               , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900754,SWITCH 6 WAY                                 , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900755,6 A 2 IN 1 THREE PIN SOCKET                  , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900756,SOCKET 2 PIN                                 , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900757,LETTER PAD                                   , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900758,WHITE BOARD MARKER PEN BLACK                 , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900759,BATTERY (RECONDITIONED)                      ,QAE                                 ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900760,ARMATURE SOCKET 960-KEY WAY MILLING          , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900762,"M.S.CYLINDER OD470,ID438,L-600 MM            ", ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900763,"M.S.CYLINDER OD524,ID490,L-840 MM            ", ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900764,DESK TOP PC                                  , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900765,LASER PRINTER                                , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900766,LAP TOP COMPUTER                             , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900767,COUPLING HUB-KEY WAY MILLING 3160            , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900768,"INSTALLATION,TESTING&COMMI.D.G.              ",125 KVA DG SET                      ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900769,CERTI.OF LIFTING&PRE.VESSELS                 , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900770,D.G.SET 200 KVA                              , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900771,D.G.SET 625 KVA                              , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900772,D.G.SET 125 KVA  WITH CUMMINS MAKE           ,ENGINE                              ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900773,"FAB. SUPPLY 250A,4P,MCCB                     ", ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900774,ANNUAL.MAIN.CONTRACT D.G.SET                 , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900777,ANNEXTURE ATTACHED                           , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900778,STEEL BUCKET5 LTR                            ,5LTR                                ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900779,ALUMINIUM BUCKET                             ,15 LTR                              ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,750,NULL
900780,BIN CARD                                     ,As per Sample                       ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900781,STARTER FOR RADIATOR MOTOR                   , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900782,A/C CAR HIRE/LEASE                           , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900783,PROVI.TRANSP.FACILITY NIGHT EMPL.            , ,MO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900784,SOLVENT FOR EPOXY                            , ,LR,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900785,SERVO SUPER MG 20 W40                        ,MNT                                 ,LT,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900786,COPPER CABLE 3.5x185 SQ MM (POWER)           , ,LR,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900787,BALL BEERING-6316-2Z/C3                      , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900788,NAME PLATE FOR A/C GENERATOR 125 KV          , 160 KVA                            ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900789,MACHINE TAP                                  ,M 10                                ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,NULL,NULL
900790,SE DUAL COATED COPPER STRIP                  ,2.50 X 1.12MM                       ,KG,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900791,"M S PIPE 3""                                  ",MKT                                 ,M ,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900792,ALUMINIUM SHEET                              , ,KG,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900793,CONNECTOR MALE (RED)                         , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900794,CONNECTOR MALE (BLACK)                       , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900795,"POWER CONTACTOR- 3 POLE,415 V,225 A          ",COIL VOLTAGE 220/240 V AC 50 HZ     ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900796,REGISTER                                     ,300 PAGES                           ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,X ,NULL,200,NULL
900797,"BATTERY BANK-650 AH,110V (VRLA)              ", ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900798,CONTROL CABLE 3 CORE X 1 SQMM                ,3 CORE                              ,MT,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900799,CABLE 3 CORE                                 , ,MR,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900800,POWER SWITCH                                 , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900801,INSPECTION REPORT 50 Page Pads               ,for Mech. Inspection                ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900802,"NYLON HAMMER 1.5""Dia                         ",with Wooden Handle                  ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900803,"NYLON HAMMER 2""                              ", ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900804,O&M MANUAL FOR ALTERNATOR                    , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900805,V RING VR 265                                , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900806,V RING VR 275                                , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900807,V RING VR 290                                , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900808,"HOSE CLIP 1/2""                               ",NULL,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,A ,NULL,10,NULL
900809,"HOSE CLIP 3/4""                               ", ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900810,V BELT M29                                   , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900811,V BELT M28                                   , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900812,CAPACITOR                                    , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900813,RESISTANCE                                   , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900814,EXTERNAL CIRCLIP PLIER                       , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900815,PNEUMATIC DRILL CP 785                       , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900816,C SPANNER                                    , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900817,F.G.CABLE 1 SQ MM                            , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900818,F.G.CABLE 50 SQ MM                           , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900819,MARKER INK RED IN BOTTLE                     ,NULL,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,X ,NULL,30,NULL
900820,PERMANENT MARKER PEN - BLUE                  ,NULL,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,X ,NULL,30,NULL
900821,INK CATRIDGE HP-920 Colour                   ,"(magenta,Cyan,Yellow)               ",NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900822,CATRIDGE HP-920 MAJENTHA                     , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900823,CATRIDGE HP-920 YELLOW                       , ,NO,0,0,0,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,NULL,Consumable          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
